Us: 77, Potensio:  Potensio: 0
 140::55:::::: 
 139::57:::::: 
 140::57:::::: 
 140::59:::::: 
 ::4095
:::::: 
 139::55:::::: 
 140::57:::::: 
 141::60:::::: 
 ::4095
:::::: 
 139::55:::::: 
 139::53:::::: 
 139::57:::::: 
 141::57:::::: 
 139::59:::::: 
 117::60:::::: 
 140::57:::::: 
 138::59:::::: 
 139::55:::::: 
 138::59:::::: 
 139::57:::::: 
 143::60:::::: 
 141::63:::::: 
 140::57:::::: 
 139::53:::::: 
 139::60:::::: 
 138::52:::::: 
 139::55:::::: 
 138::58:::::: 
 138::58:::::: 
 139::58:::::: 
 140::54:::::: 
 141::59:::::: 
 140::58:::::: 
 139::55:::::: 
 139::55:::::: 
 141::57:::::: 
 139::52::::::: 
 138::59:::::: 
 141::59:::::: 
 138::58:::::: 
 140::55:::::: 
 141::59:::::: 
 139::56:::::: 
 145::61:::::: 
 142::52:::::: 
 139::54:::::: 
 140::55:::::: 
 138::58:::::: 
 140::57:::::: 
 140::58:::::: 
 139::57:::::: 
 138::58:::::: 
 139::58:::::: 
 139::62:::::: 
 140::59:::::: 
 139::56:::::: 
 141::57:::::: 
 139::58:::::: 
 140::58:::::: 
 142::54:::::: 
 140::57:::::: 
 139::55:::::: 
 139::59:::::: 
 138::58:::::: 
 138::57:::::: 
 139::55:::::: 
 141::61:::::: 
 138::55:::::: 
 139::59:::::: 
 141::57:::::: 
 139::59:::::: 
 141::58:::::: 
 140::59:::::: 
 144::54:::::: 
 138::57:::::: 
 139::54:::::: 
 138::59:::::: 
 141::60:::::: 
 141::58:::::: 
 138::61:::::: 
 139::58:::::: 
 141::57:::::: 
 138::59:::::: 
 138::59:::::: 
 139::58:::::: 
 139::58:::::: 
 140::60:::::: 
 141::54:::::: 
 141::61:::::: 
 139::53:::::: 
 141::59:::::: 
 139::55:::::: 
 140::57:::::: 
 139::55:::::: 
 141::57:::::: 
 141::59:::::: 
 138::59:::::: 
 139::54:::::: 
 139::55:::::: 
 139::56:::::: 
 138::59:::::: 
 139::55::::::: 
 139::59:::::: 
 138:::::::: 
 59::4095
:::::: 
 138::54:::::: 
 139::57:::::: 
 140::50:::::: 
 139::58:::::: 
 139::55:::::: 
 139::53:::::: 
 138::61:::::: 
 138::50:::::: 
 138::57:::::: 
 140::54:::::: 
 142::58:::::: 
 139::58:::::: 
 138::61:::::: 
 140::59:::::: 
 140::57:::::: 
 141::61:::::: 
 139::55:::::: 
 138::59:::::: 
 139::60:::::: 
 141::58:::::: 
 139::58:::::: 
 140::60:::::: 
 139::56:::::: 
 138::57::::::: 
 139::54:::::: 
 138::57:::::: 
 138::60:::::: 
 140::60:::::: 
 141::59:::::: 
 139::53:::::: 
 139::57:::::: 
 141::58:::::: 
 138::59:::::: 
 140::60:::::: 
 138::58:::::: 
 139::54:::::: 
 139::58:::::: 
 140::59:::::: 
 138::59:::::: 
 139::53:::::: 
 139::57:::::: 
 141::55:::::: 
 141::58:::::: 
 140::58:::::: 
 140::55:::::: 
 139::57:::::: 
 139::53:::::: 
 139::60:::::: 
 139::54:::::: 
 141::54:::::: 
 ::59:::::: 
 139::57:::::: 
 142::58:::::: 
 143:::::::: 
 54::4095
:::::: 
 139::57:::::: 
 140::60:::::: 
 139::59:::::: 
 139::56:::::: 
 140::59:::::: 
 140::57:::::: 
 139::55:::::: 
 140::58:::::: 
 139::58:::::: 
 142::55:::::: 
 140::55:::::: 
 140::59:::::: 
 139::55:::::: 
 138::55:::::: 
 139::58:::::: 
 139::57:::::: 
 140::55:::::: 
 139::56:::::: 
 139::57:::::: 
 140::58:::::: 
 139::54:::::: 
 139::61:::::: 
 140::55:::::: 
 140::57:::::: 
 139::58:::::: 
 143::60:::::: 
 142::61:::::: 
 143::58::::::: 
 141::58:::::: 
 139::57:::::: 
 141::60:::::: 
 140::59:::::: 
 139::57:::::: 
 139::58:::::: 
 140::55:::::: 
 140::61:::::: 
 140::59:::::: 
 140::59:::::: 
 140::61:::::: 
 141::57:::::: 
 139::62:::::: 
 140::5:::::: 
 9::4095
:::::: 
 140::55:::::: 
 140::55:::::: 
 142::55:::::: 
 140::61:::::: 
 141::57:::::: 
 143::60:::::: 
 142::58:::::: 
 140::56:::::: 
 140::61:::::: 
 140::58:::::: 
 140::57:::::: 
 140::59::::::: 
 141::54:::::: 
 139::54:::::: 
 140::59:::::: 
 143::61:::::: 
 141::58:::::: 
 ::4095
:::::: 
 140::55:::::: 
 140::61:::::: 
 141::57:::::: 
 140::58:::::: 
 142::58:::::: 
 139::55:::::: 
 139::57:::::: 
 140::58:::::: 
 140::55:::::: 
 139::50:::::: 
 144::58:::::: 
 142::58:::::: 
 142::57:::::: 
 139::58:::::: 
 140::55:::::: 
 140::62:::::: 
 139::55:::::: 
 140::64:::::: 
 142::55:::::: 
 139::55::::::: 
 141::58:::::: 
 140::69:::::: 
 141::56:::::: 
 139::55:::::: 
 142::58:::::: 
 140::58:::::: 
 139::53:::::: 
 141::55:::::: 
 139::48:::::: 
 139::52:::::: 
 139::48:::::: 
 141::55:::::: 
 142::59::::::: 
 139::55:::::: 
 139::57:::::: 
 139::57:::::: 
 140::58:::::: 
 142::58:::::: 
 141::54:::::: 
 140::53:::::: 
 140::59:::::: 
 143::61:::::: 
 140::57:::::: 
 144::61:::::: 
 140::59:::::: 
 139::54:::::: 
 139::52:::::: 
 140::55:::::: 
 139::53:::::: 
 40::58:::::: 
 141::57:::::: 
 142::59:::::: 
 139::57:::::: 
 139::57:::::: 
 141::58:::::: 
 141::58:::::: 
 138::59:::::: 
 143::55:::::: 
 139::57:::::: 
 140::58:::::: 
 41::55:::::: 
 141::57:::::: 
 142::58:::::: 
 40::53:::::: 
 40::53:::::: 
 140::57:::::: 
 141::5:::::: 
 9::4095
:::::: 
 141::55:::::: 
 140::58:::::: 
 140::55:::::: 
 142::59:::::: 
 143::58:::::: 
 142::54::::::: 
 139::57:::::: 
 139::52:::::: 
 139::59:::::: 
 140::51:::::: 
 140::55:::::: 
 139::57:::::: 
 139::51:::::: 
 139::57:::::: 
 138::57:::::: 
 140::62:::::: 
 138::58:::::: 
 141::59:::::: 
 143::57:::::: 
 141::58:::::: 
 139::57:::::: 
 140::57:::::: 
 140::58:::::: 
 139::59:::::: 
 145::58:::::: 
 140::57:::::: 
 139::62:::::: 
 139::58:::::: 
 139::61:::::: 
 140::60:::::: 
 139::54:::::: 
 140::57:::::: 
 140::59:::::: 
 140::58:::::: 
 140::54:::::: 
 140::60:::::: 
 42::56:::::: 
 140::59:::::: 
 140::51:::::: 
 139::53:::::: 
 110::57:::::: 
 139::59:::::: 
 :60::4095
:::::: 
 143::58:::::: 
 140::61:::::: 
 140::59:::::: 
 141::58:::::: 
 142::62:::::: 
 140::59:::::: 
 142::57:::::: 
 142::61:::::: 
 139::54:::::: 
 139::60:::::: 
 138::59:::::: 
 144::55:::::: 
 125::55:::::: 
 125::57:::::: 
 142::60:::::: 
 140::60:::::: 
 139::60:::::: 
 140::63:::::: 
 139::56:::::: 
 139::57:::::: 
 140::58:::::: 
 139::57:::::: 
 139::62:::::: 
 140::59:::::: 
 140::58:::::: 
 139::57:::::: 
 139::51:::::: 
 :57::4095
:::::: 
 140::58:::::: 
 139::58:::::: 
 140::59:::::: 
 140::57:::::: 
 139::59:::::: 
 144::58:::::: 
 139::58:::::: 
 140::55:::::: 
 140::54:::::: 
 141::61:::::: 
 140::58:::::: 
 140::59::::::: 
 125::55:::::: 
 142::59:::::: 
 141::59:::::: 
 140::58:::::: 
 139::55:::::: 
 144::54:::::: 
 141::58:::::: 
 141::61:::::: 
 141::57:::::: 
 140::58:::::: 
 144::59:::::: 
 141::61:::::: 
 141::55:::::: 
 144::59:::::: 
 141::64:::::: 
 139::53:::::: 
 141::55:::::: 
 142::58:::::: 
 140::52:::::: 
 139::57:::::: 
 139::54::::::: 
 140::62:::::: 
 140::60:::::: 
 141::57:::::: 
 139::61:::::: 
 141::55:::::: 
 143::57:::::: 
 139::58:::::: 
 141::56:::::: 
 140::57:::::: 
 141::53:::::: 
 140::59:::::: 
 140::55:::::: 
 140::60:::::: 
 141::59::::::: 
 140::57:::::: 
 139::58:::::: 
 139::57:::::: 
 143::58:::::: 
 144::55:::::: 
 139::53:::::: 
 139::61:::::: 
 139::57:::::: 
 139::53:::::: 
 144::54:::::: 
 142::57:::::: 
 141::58:::::: 
 142::58:::::: 
 16::55:::::: 
 15::55:::::: 
 15::59:::::: 
 17::59:::::: 
 142::58:::::: 
 140::52:::::: 
 141::61:::::: 
 125::57:::::: 
 141::57:::::: 
 17::57:::::: 
 18::59:::::: 
 ::4095
:::::: 
 126::59:::::: 
 126::58:::::: 
 142::54:::::: 
 142::59:::::: 
 139::54:::::: 
 141::58:::::: 
 141::61:::::: 
 143::57:::::: 
 141::55:::::: 
 141::61:::::: 
 18::62:::::: 
 144::59:::::: 
 143::60:::::: 
 125::58:::::: 
 143::62:::::: 
 151::59:::::: 
 142::61:::::: 
 142::63:::::: 
 143::57:::::: 
 18::61:::::: 
 17::57:::::: 
 17::62:::::: 
 16::59:::::: 
 17::61:::::: 
 17::61:::::: 
 18::54:::::: 
 17::61:::::: 
 17::58:::::: 
 16::63:::::: 
 18::58:::::: 
 17::59:::::: 
 17::58:::::: 
 18::60:::::: 
 17::61:::::: 
 18::59:::::: 
 16::58:::::: 
 16::59:::::: 
 16::61:::::: 
 16::62:::::: 
 16::57:::::: 
 16::59:::::: 
 16::58:::::: 
 16::60:::::: 
 17::60:::::: 
 123::54:::::: 
 141::58:::::: 
 141::55:::::: 
 141::58:::::: 
 123::59:::::: 
 139::55:::::: 
 139::55:::::: 
 140::59:::::: 
 140::54:::::: 
 140::59:::::: 
 140::59:::::: 
 116::59:::::: 
 141::58:::::: 
 116::58:::::: 
 140::57:::::: 
 118::62:::::: 
 140::59:::::: 
 142::61:::::: 
 120::59:::::: 
 140::59:::::: 
 141::58:::::: 
 141::60:::::: 
 141::60:::::: 
 140::59:::::: 
 141::58:::::: 
 139::55:::::: 
 140::59:::::: 
 149::61:::::: 
 140::59::::::: 
 143::54:::::: 
 140::54:::::: 
 140::59:::::: 
 141::55:::::: 
 139::57:::::: 
 142::57:::::: 
 140::58:::::: 
 140::58:::::: 
 139::61:::::: 
 140::58:::::: 
 140::57:::::: 
 140::58:::::: 
 141::64:::::: 
 143::57:::::: 
 141::77:::::: 
 144::6:::::: 
 1::4095
:::::: 
 141::59:::::: 
 139::55:::::: 
 141::59:::::: 
 ::4095
:::::: 
 140::59:::::: 
 142::59:::::: 
 141::59:::::: 
 140::60:::::: 
 140::58:::::: 
 140::62:::::: 
 139::56:::::: 
 143::58:::::: 
 139::80:::::: 
 140::62:::::: 
 140::60:::::: 
 140::58:::::: 
 142::60:::::: 
 140::60:::::: 
 140::61:::::: 
 140::60:::::: 
 140::55:::::: 
 140::58:::::: 
 140::57:::::: 
 141::58:::::: 
 139::57:::::: 
 141::58:::::: 
 141::61:::::: 
 140::61:::::: 
 142::60:::::: 
 141::62:::::: 
 139::51:::::: 
 141::62:::::: 
 139::59:::::: 
 139::55:::::: 
 140::59:::::: 
 141::58:::::: 
 141::59:::::: 
 140::59:::::: 
 140::61:::::: 
 139::57:::::: 
 140::58:::::: 
 140::62:::::: 
 139::58:::::: 
 145::55:::::: 
 141::60:::::: 
 139::54:::::: 
 140::61:::::: 
 140::59:::::: 
 140::63:::::: 
 144::57:::::: 
 140::55:::::: 
 39::58:::::: 
 139::57:::::: 
 140::59:::::: 
 16::55:::::: 
 139::58:::::: 
 139::58:::::: 
 141::59:::::: 
 142::61:::::: 
 139::55:::::: 
 140::59:::::: 
 139::61:::::: 
 140::55:::::: 
 141::64:::::: 
 141::63:::::: 
 142::55:::::: 
 142::58:::::: 
 141::61:::::: 
 140::59:::::: 
 116::57:::::: 
 140::29:::::: 
 139::57:::::: 
 140::48:::::: 
 140::58:::::: 
 140::59:::::: 
 139::55:::::: 
 139::57:::::: 
 140::59:::::: 
 139::55:::::: 
 140::61:::::: 
 139::54:::::: 
 141::60:::::: 
 140::60:::::: 
 141::61:::::: 
 141::59:::::: 
 139::60:::::: 
 140::59:::::: 
 140::57:::::: 
 149::62:::::: 
 140::57:::::: 
 142::61:::::: 
 141::60:::::: 
 142::60:::::: 
 141::59:::::: 
 139::59:::::: 
 142::59:::::: 
 139::57:::::: 
 140::62:::::: 
 139::54:::::: 
 139::60:::::: 
 139::62:::::: 
 139::59:::::: 
 139::58:::::: 
 139::58:::::: 
 140::61:::::: 
 140::62:::::: 
 141::60:::::: 
 142::61:::::: 
 139::55:::::: 
 140::62:::::: 
 117::61:::::: 
 139::56:::::: 
 140::62:::::: 
 115::59:::::: 
 139::56:::::: 
 118::57:::::: 
 113::62:::::: 
 115::60:::::: 
 140::57:::::: 
 139::59:::::: 
 140::58:::::: 
 142::60:::::: 
 142::57:::::: 
 140::54:::::: 
 139::59:::::: 
 116::61:::::: 
 139::51:::::: 
 141::60:::::: 
 140::60:::::: 
 139::60:::::: 
 139::60:::::: 
 139::55:::::: 
 139::57:::::: 
 140::59:::::: 
 139::54:::::: 
 139::59:::::: 
 142::63:::::: 
 140::53:::::: 
 141::62:::::: 
 111::59:::::: 
 141::60:::::: 
 140::61:::::: 
 141::51:::::: 
 140::57:::::: 
 138::56:::::: 
 140::61:::::: 
 139::57:::::: 
 142::59:::::: 
 142::57:::::: 
 139::39:::::: 
 139::59:::::: 
 140::59:::::: 
 142::59:::::: 
 141::57:::::: 
 141::61:::::: 
 141::59:::::: 
 139::57:::::: 
 141::59:::::: 
 140::58:::::: 
 140::61:::::: 
 140::59:::::: 
 141::58:::::: 
 140::59:::::: 
 140::57:::::: 
 139::56:::::: 
 139::54:::::: 
 139::60:::::: 
 142::58:::::: 
 141::59:::::: 
 :59::4095
:::::: 
 138::60:::::: 
 139::60:::::: 
 :60::4095
:::::: 
 140::57:::::: 
 141::61:::::: 
 140::58:::::: 
 141::57:::::: 
 142::58:::::: 
 144::62:::::: 
 139::58:::::: 
 ::57:::::: 
 141::62:::::: 
 138::60:::::: 
 140::60:::::: 
 141::57:::::: 
 140::58:::::: 
 138::61:::::: 
 138::55:::::: 
 139::53:::::: 
 139::61:::::: 
 138::59:::::: 
 140::57:::::: 
 139::56:::::: 
 141::56::::::: 
 139::61:::::: 
 140::57:::::: 
 141::61:::::: 
 140::58:::::: 
 139::60:::::: 
 140::59:::::: 
 140::55:::::: 
 140::60:::::: 
 139::59:::::: 
 140::67:::::: 
 138::61:::::: 
 140::60:::::: 
 141::61::::::: 
 139::67:::::: 
 141::59:::::: 
 139::57:::::: 
 141::57:::::: 
 139::57:::::: 
 138::60:::::: 
 141::59:::::: 
 139::59:::::: 
 140::58:::::: 
 141::57:::::: 
 140::55:::::: 
 140::59:::::: 
 140::60:::::: 
 139::59:::::: 
 138::59:::::: 
 141::55:::::: 
 138::58:::::: 
 140::59:::::: 
 139::59:::::: 
 139::57:::::: 
 140::57:::::: 
 140::58:::::: 
 141::58:::::: 
 140::59:::::: 
 138::61:::::: 
 142::55::::::: 
 139::58:::::: 
 140::61:::::: 
 139::59:::::: 
 140::58:::::: 
 139::53:::::: 
 139::57:::::: 
 139::59:::::: 
 139::59:::::: 
 139::64:::::: 
 139::55:::::: 
 139::59:::::: 
 139::57:::::: 
 140::61::::::: 
 140::58:::::: 
 143::59:::::: 
 141::61:::::: 
 139::58:::::: 
 138::55:::::: 
 139::58:::::: 
 139::53:::::: 
 139::57:::::: 
 140::57:::::: 
 140::57:::::: 
 144::54:::::: 
 141::61:::::: 
 140::64:::::: 
 141::58:::::: 
 140::62:::::: 
 139::59:::::: 
 139::58:::::: 
 141::60:::::: 
 139::59:::::: 
 139::58:::::: 
 140::59:::::: 
 141::62:::::: 
 141::63:::::: 
 139::60:::::: 
 140::59:::::: 
 139::60:::::: 
 141::60:::::: 
 139::57:::::: 
 140::61:::::: 
 141::61:::::: 
 139::52:::::: 
 141::65:::::: 
 141::59:::::: 
 139::57:::::: 
 139::59:::::: 
 139::55:::::: 
 140::58:::::: 
 140::58:::::: 
 143::71::::::: 
 139::61:::::: 
 139::59:::::: 
 141::61:::::: 
 139::62:::::: 
 139::52:::::: 
 141::58:::::: 
 141::58:::::: 
 140::59:::::: 
 140::58:::::: 
 140::58:::::: 
 139::5:::::: 
 9::4095
:::::: 
 140::56:::::: 
 140::61::::::: 
 140::61:::::: 
 139::58:::::: 
 140::59:::::: 
 140::58:::::: 
 141::58:::::: 
 140::60:::::: 
 138::59:::::: 
 139::57:::::: 
 140::5:::::: 
 6::4095
:::::: 
 143::59:::::: 
 141::64:::::: 
 143::57:::::: 
 142::58:::::: 
 141::60:::::: 
 140::62:::::: 
 140::62:::::: 
 139::59:::::: 
 139::56:::::: 
 139::57:::::: 
 141::60:::::: 
 141::61:::::: 
 140::59:::::: 
 139::55:::::: 
 140::56:::::: 
 139::58:::::: 
 140::58:::::: 
 141::58:::::: 
 142::57:::::: 
 142::58:::::: 
 139::60:::::: 
 140::59:::::: 
 140::57:::::: 
 139::55:::::: 
 142::59:::::: 
 140::59:::::: 
 140::59:::::: 
 141::59:::::: 
 139::57:::::: 
 139::55:::::: 
 140::60:::::: 
 140::45:::::: 
 143::59:::::: 
 144::58:::::: 
 141::60:::::: 
 139::63:::::: 
 140::58:::::: 
 139::54:::::: 
 139::64:::::: 
 140::61:::::: 
 140::58:::::: 
 140::58:::::: 
 140::61::::::: 
 140::58:::::: 
 141::61:::::: 
 140::59:::::: 
 139::61:::::: 
 141::59::::::: 
 140::55:::::: 
 140::55:::::: 
 139::59:::::: 
 139::55:::::: 
 139::58:::::: 
 143::59:::::: 
 139::60:::::: 
 139::57:::::: 
 139::54:::::: 
 140::58:::::: 
 139::54:::::: 
 140::61:::::: 
 139::59:::::: 
 139::58:::::: 
 140::61:::::: 
 139::55:::::: 
 139::59:::::: 
 144::59:::::: 
 140::57:::::: 
 139::58:::::: 
 139::52::::::: 
 139::57:::::: 
 140::59:::::: 
 139::57:::::: 
 139::58:::::: 
 139::53:::::: 
 139::60:::::: 
 139::54:::::: 
 139::59:::::: 
 141::58:::::: 
 141::62:::::: 
 139::56:::::: 
 139::59:::::: 
 139::59::::::: 
 141::60:::::: 
 140::55:::::: 
 140::58:::::: 
 139::55:::::: 
 139::58:::::: 
 140::59:::::: 
 140::57:::::: 
 140::58:::::: 
 139::55:::::: 
 140::59:::::: 
 139::59:::::: 
 139::58:::::: 
 142::59:::::: 
 141::57:::::: 
 143::62:::::: 
 139::53::::::: 
 138::55:::::: 
 139::57:::::: 
 140::61:::::: 
 139::58:::::: 
 139::58:::::: 
 141::63:::::: 
 139::59:::::: 
 139::59:::::: 
 141::55:::::: 
 140::62:::::: 
 139::57:::::: 
 139::60:::::: 
 139::61:::::: 
 141::59:::::: 
 139::69:::::: 
 140::58:::::: 
 140::59:::::: 
 141::61:::::: 
 141::75:::::: 
 141::58:::::: 
 141::58:::::: 
 139::55:::::: 
 139::61:::::: 
 142::58:::::: 
 140::58:::::: 
 141::64:::::: 
 139::59:::::: 
 138::55:::::: 
 142::57:::::: 
 140::54:::::: 
 139::59:::::: 
 139::61:::::: 
 144::63:::::: 
 141::58:::::: 
 141::56:::::: 
 139::57::::::: 
 140::58:::::: 
 141::59:::::: 
 139::55:::::: 
 140::57:::::: 
 140::62:::::: 
 139::58:::::: 
 139::61:::::: 
 140::61:::::: 
 139::56:::::: 
 141::59:::::: 
 139::59:::::: 
 141::62:::::: 
 139::58::::::: 
 143::61:::::: 
 140::58:::::: 
 141::61:::::: 
 140::58:::::: 
 140::60:::::: 
 140::57:::::: 
 141::62:::::: 
 140::57:::::: 
 140::59:::::: 
 141::61:::::: 
 140::58:::::: 
 140::61:::::: 
 141::59:::::: 
 140::60:::::: 
 139::58:::::: 
 139::55:::::: 
 140::59:::::: 
 140::58:::::: 
 140::59:::::: 
 139::54:::::: 
 141::59:::::: 
 139::62:::::: 
 141::55:::::: 
 140::59:::::: 
 142::57:::::: 
 140::61:::::: 
 140::62:::::: 
 139::59:::::: 
 139::61:::::: 
 141::53:::::: 
 139::57:::::: 
 139::59:::::: 
 139::61:::::: 
 139::53:::::: 
 139::59:::::: 
 141::58:::::: 
 141::59:::::: 
 139::57:::::: 
 140::58::::::: 
 144::61:::::: 
 0::60:::::: 
 140::59:::::: 
 139::57:::::: 
 43::61:::::: 
 140::58:::::: 
 139::43:::::: 
 140::59:::::: 
 141::62:::::: 
 141::59:::::: 
 140::58:::::: 
 140::60:::::: 
 139::60:::::: 
 ::4095
:::::: 
 139::55:::::: 
 141::58:::::: 
 139::55:::::: 
 140::60:::::: 
 140::58:::::: 
 139::57:::::: 
 140::62:::::: 
 140::59:::::: 
 140::59:::::: 
 140::61:::::: 
 140::61:::::: 
 143::58:::::: 
 140::59::::::: 
 140::61:::::: 
 140::59:::::: 
 139::58:::::: 
 140::58:::::: 
 140::58:::::: 
 139::59:::::: 
 140::60:::::: 
 140::64:::::: 
 139::61:::::: 
 139::54:::::: 
 139::61:::::: 
 141::60:::::: 
 140::61::::::: 
 143::57:::::: 
 141::60:::::: 
 143::60:::::: 
 145::59:::::: 
 140::62:::::: 
 139::58:::::: 
 140::55:::::: 
 140::61:::::: 
 140::59:::::: 
 139::58:::::: 
 142::54:::::: 
 139::58:::::: 
 140::59:::::: 
 142::61:::::: 
 141::63:::::: 
 139::60:::::: 
 139::57:::::: 
 139::58:::::: 
 142::60:::::: 
 141::59:::::: 
 141::57:::::: 
 :58::4095
:::::: 
 140::62:::::: 
 139::59:::::: 
 :60::4095
:::::: 
 140::58::::::: 
 139::62:::::: 
 140::59:::::: 
 2::62:::::: 
 145::57:::::: 
 139::56:::::: 
 140::59:::::: 
 145::58:::::: 
 139::57:::::: 
 141::59:::::: 
 140::58:::::: 
 140::59:::::: 
 139::58:::::: 
 141::60::::::: 
 139::59:::::: 
 141::58:::::: 
 139::60:::::: 
 142::60:::::: 
 140::60:::::: 
 142::60:::::: 
 141::56:::::: 
 140::60:::::: 
 142::61:::::: 
 140::61:::::: 
 140::61:::::: 
 139::55:::::: 
 139::60:::::: 
 139::60:::::: 
 139::55:::::: 
 139::57:::::: 
 139::56:::::: 
 143::60:::::: 
 141::62:::::: 
 140::61:::::: 
 141::60:::::: 
 139::63:::::: 
 139::59:::::: 
 140::61:::::: 
 ::61:::::: 
 139::62::::::: 
 140::58:::::: 
 139::61:::::: 
 139::58:::::: 
 140::61:::::: 
 140::55:::::: 
 141::59:::::: 
 139::58:::::: 
 140::59:::::: 
 140::58:::::: 
 1::61:::::: 
 140::59:::::: 
 141::62:::::: 
 140::61:::::: 
 139::53:::::: 
 141::59:::::: 
 140::61:::::: 
 141::59:::::: 
 141::59:::::: 
 140::59::::::: 
 141::58:::::: 
 139::59:::::: 
 139::61:::::: 
 139::59:::::: 
 140::61:::::: 
 140::61:::::: 
 139::58:::::: 
 139::55:::::: 
 139::56:::::: 
 140::69:::::: 
 139::58:::::: 
 139::53:::::: 
 139::60:::::: 
 139::61:::::: 
 139::58:::::: 
 139::55:::::: 
 139::59:::::: 
 140::58:::::: 
 140::61:::::: 
 140::61:::::: 
 139::53:::::: 
 140::61:::::: 
 139::58:::::: 
 139::60:::::: 
 141::62:::::: 
 142::60:::::: 
 141::61:::::: 
 139::58:::::: 
 141::59:::::: 
 141::59:::::: 
 140::55:::::: 
 141::61:::::: 
 141::61:::::: 
 140::61:::::: 
 139::64:::::: 
 139::55:::::: 
 139::57:::::: 
 139::61:::::: 
 138::62:::::: 
 141::58:::::: 
 140::55:::::: 
 138::62:::::: 
 140::60:::::: 
 140::63:::::: 
 140::61:::::: 
 139::49:::::: 
 140::59:::::: 
 139::59:::::: 
 142::58:::::: 
 138::61:::::: 
 139::58:::::: 
 139::56:::::: 
 140::59:::::: 
 141::55:::::: 
 141::60:::::: 
 139::55:::::: 
 141::61:::::: 
 141::64:::::: 
 140::61:::::: 
 140::61:::::: 
 141::63:::::: 
 141::62:::::: 
 139::62:::::: 
 140::59:::::: 
 139::61:::::: 
 138::57:::::: 
 140::58:::::: 
 140::61:::::: 
 139::58:::::: 
 139::61:::::: 
 139::56:::::: 
 139::61:::::: 
 139::56:::::: 
 139::57:::::: 
 140::59:::::: 
 141::62:::::: 
 140::62:::::: 
 139::59:::::: 
 141::63:::::: 
 142::58:::::: 
 139::58:::::: 
 140::58:::::: 
 140::62:::::: 
 141::61:::::: 
 144::61:::::: 
 140::60:::::: 
 141::63:::::: 
 143::61:::::: 
 139::59:::::: 
 140::58:::::: 
 139::59:::::: 
 140::59:::::: 
 141::57:::::: 
 139::58:::::: 
 141::58:::::: 
 140::59:::::: 
 140::61:::::: 
 139::58:::::: 
 141::61:::::: 
 140::57:::::: 
 139::59:::::: 
 142::61:::::: 
 142::61:::::: 
 140::62:::::: 
 140::59:::::: 
 139::59:::::: 
 140::60:::::: 
 139::58:::::: 
 139::59:::::: 
 140::59:::::: 
 140::62:::::: 
 140::59:::::: 
